build,suite,cell,rep,ms
b,batch,round3,regexp-search-1MB,1,14.6825,,
b,batch,round3,regexp-search-1MB,2,15.3303,,
b,batch,round3,regexp-search-1MB,3,13.9027,,
b,batch,round3,regexp-search-1MB,4,14.8938,,
b,batch,round3,regexp-search-1MB,5,14.7505,,
b,batch,round3,regexp-search-1MB,6,14.3824,,
b,batch,round3,gc-full,0,8.9509,,
b,batch,round3,gc-full,1,8.8968,,
b,batch,round3,gc-full,2,8.3466,,
b,batch,round3,gc-full,3,7.7667,,
b,batch,round3,gc-full,4,9.2034,,
b,batch,round3,gc-full,5,9.9847,,
b,batch,round3,gc-full,6,9.5456,,
c,batch,round3,buffer-insert-1MB,0,11.4758,,
c,batch,round3,buffer-insert-1MB,1,10.0477,,
c,batch,round3,buffer-insert-1MB,2,10.6242,,
c,batch,round3,buffer-insert-1MB,3,10.0152,,
c,batch,round3,buffer-insert-1MB,4,11.8539,,
c,batch,round3,buffer-insert-1MB,5,10.3655,,
c,batch,round3,buffer-insert-1MB,6,10.8070,,
c,batch,round3,buffer-replace-200,0,0.6769,,
c,batch,round3,buffer-replace-200,1,0.5116,,
c,batch,round3,buffer-replace-200,2,0.4604,,
c,batch,round3,buffer-replace-200,3,0.4132,,
c,batch,round3,buffer-replace-200,4,0.4892,,
c,batch,round3,buffer-replace-200,5,0.4377,,
c,batch,round3,buffer-replace-200,6,0.4473,,
c,batch,round3,sort-10k,0,5.7797,,
c,batch,round3,sort-10k,1,5.6150,,
c,batch,round3,sort-10k,2,5.5709,,
c,batch,round3,sort-10k,3,5.4951,,
c,batch,round3,sort-10k,4,5.3854,,
c,batch,round3,sort-10k,5,5.5068,,
c,batch,round3,sort-10k,6,7.7226,,
c,batch,round3,string-concat-500,0,8.7454,,
c,batch,round3,string-concat-500,1,10.1368,,
c,batch,round3,string-concat-500,2,9.0811,,
c,batch,round3,string-concat-500,3,10.0787,,
c,batch,round3,string-concat-500,4,9.3706,,
c,batch,round3,string-concat-500,5,9.1708,,
c,batch,round3,string-concat-500,6,9.0380,,
c,batch,round3,completion-10k,0,15.3213,,
c,batch,round3,completion-10k,1,15.0182,,
c,batch,round3,completion-10k,2,15.1308,,
c,batch,round3,completion-10k,3,16.7742,,
c,batch,round3,completion-10k,4,15.0237,,
c,batch,round3,completion-10k,5,15.6217,,
c,batch,round3,completion-10k,6,15.3673,,
c,batch,round3,regexp-search-1MB,0,13.9265,,
c,batch,round3,regexp-search-1MB,1,15.8849,,
c,batch,round3,regexp-search-1MB,2,26.3789,,
