A,1787708460,40484
A,1787708520,43156
A,1787708580,43476
A,1787708640,43652
A,1787708700,44396
A,1787708760,44396
A,1787708820,44552
A,1787708881,44860
A,1787708941,44932
A,1787709001,44932
A,1787709061,45732
A,1787709121,45780
A,1787709181,45868
A,1787709241,46032
A,1787709301,46032
A,1787709361,46196
A,1787709421,46228
A,1787709481,46292
A,1787709541,46292
A,1787709601,46292
A,1787709661,46312
A,1787709721,46324
A,1787709781,46380
A,1787709841,46420
A,1787709902,46420
A,1787709962,46428
A,1787710022,46460
A,1787710082,46640
A,1787710142,54268
A,1787710202,53020
D,1787710282,39964
D,1787710342,41128
D,1787710402,41480
D,1787710463,43464
D,1787710523,43832
D,1787710583,43832
D,1787710643,43984
D,1787710703,44292
D,1787710763,44388
D,1787710823,44780
D,1787710883,44852
D,1787710943,45168
D,1787711003,45192
D,1787711063,45264
D,1787711123,45748
D,1787711183,45868
D,1787711243,45932
D,1787711304,46028
D,1787711364,46028
D,1787711424,46028
D,1787711484,46052
D,1787711544,46052
D,1787711604,46052
D,1787711664,46076
D,1787711724,46076
D,1787711784,46080
D,1787711844,46084
D,1787711904,46128
D,1787711964,46168
D,1787712024,46448
B,1787712105,31860
B,1787712166,42952
B,1787712226,43304
B,1787712286,43356
B,1787712346,43532
B,1787712406,43724
B,1787712466,44052
B,1787712526,44400
B,1787712586,44472
B,1787712647,44884
B,1787712707,45068
B,1787712767,45184
B,1787712827,45184
B,1787712887,48972
B,1787712947,45408
B,1787713007,45836
B,1787713067,45908
B,1787713128,45932
B,1787713188,45956
B,1787713248,49144
B,1787713308,46004
B,1787713407,46052
B,1787713467,46196
B,1787713527,46220
B,1787713587,46244
B,1787713647,46280
B,1787713707,55772
B,1787713767,46368
B,1787713827,46432
B,1787713887,46660
C,1787713967,40240
C,1787714027,41136
C,1787714087,41460
C,1787714147,41556
C,1787714207,41768
C,1787714267,42140
C,1787714327,42296
C,1787714387,42716
C,1787714447,42848
C,1787714508,43224
C,1787714568,43352
C,1787714628,43352
C,1787714688,43624
C,1787714748,43624
C,1787714808,44132
C,1787714868,44204
C,1787714928,44268
C,1787714988,44364
C,1787715048,44364
C,1787715108,44364
C,1787715168,44388
C,1787715228,44388
C,1787715288,44388
C,1787715348,44412
C,1787715408,44412
C,1787715468,44412
C,1787715528,44448
C,1787715589,44648
C,1787715649,44776
C,1787715709,44836
