D,1787724326,43716
D,1787724386,44192
D,1787724446,44288
D,1787724506,44748
D,1787724566,45060
D,1787724626,45084
D,1787724686,45324
D,1787724746,45348
D,1787724806,45448
D,1787724866,45728
D,1787724926,45728
D,1787724986,45880
D,1787725046,48764
D,1787725106,46128
D,1787725166,46128
D,1787725226,46128
D,1787725286,46128
D,1787725346,46128
D,1787725406,46128
D,1787725466,46128
D,1787725527,46128
D,1787725587,46128
D,1787725647,46192
D,1787725707,46192
D,1787725767,46192
D,1787725827,46216
D,1787725887,46236
D,1787725947,46672
D,1787726007,46744
D,1787726067,46824
D,1787726127,46908
D,1787726187,46928
D,1787726247,46992
D,1787726307,47024
D,1787726367,47056
D,1787726427,47096
D,1787726487,47160
D,1787726547,47216
D,1787726607,47232
D,1787726667,47268
D,1787726727,47912
D,1787726787,47912
D,1787726847,47912
D,1787726907,47912
D,1787726967,48064
D,1787727027,48088
D,1787727087,48088
D,1787727147,48216
D,1787727208,48240
D,1787727268,48276
D,1787727328,48372
D,1787727388,48408
D,1787727448,48488
D,1787727508,48508
D,1787727568,48772
D,1787727628,48604
D,1787727688,48804
D,1787727748,48804
D,1787727808,48804
D,1787727868,48804
D,1787727928,49048
D,1787727988,49248
D,1787728048,49340
D,1787728108,49444
D,1787728168,49548
D,1787728228,49580
D,1787728289,49580
D,1787728349,49668
D,1787728409,49676
D,1787728469,49696
D,1787728529,49772
D,1787728589,49796
D,1787728649,49804
D,1787728709,49804
D,1787728769,49804
D,1787728829,49804
D,1787728889,49804
D,1787728949,50020
D,1787729009,78048
D,1787729069,50400
D,1787729129,50852
D,1787729189,50852
D,1787729249,50852
D,1787729310,50852
D,1787729370,50852
D,1787729430,50852
D,1787729490,50852
D,1787729550,50852
D,1787729610,50852
D,1787729670,50852
D,1787729730,50852
D,1787729790,50852
D,1787729850,50852
D,1787729910,50852
D,1787729970,51040
D,1787730030,51304
D,1787730090,51316
D,1787730150,51340
D,1787730210,51360
D,1787730270,51408
D,1787730330,51456
D,1787730390,51496
D,1787730450,51496
D,1787730522,51580
D,1787730582,51580
D,1787730642,51628
D,1787730702,51680
D,1787730762,51680
D,1787730822,51696
D,1787730882,51936
D,1787730942,82192
D,1787731002,52236
D,1787731062,52296
D,1787731122,52336
A,1787731202,40924
A,1787731262,41264
A,1787731322,41580
A,1787731382,41676
A,1787731442,41888
A,1787731503,42128
A,1787731563,42564
A,1787731623,43040
A,1787731683,43184
A,1787731743,43340
A,1787731803,43736
A,1787731863,43736
A,1787731923,43808
A,1787731983,43828
A,1787732043,44528
A,1787732103,44528
A,1787732163,44528
A,1787732223,44528
A,1787732283,44528
A,1787732343,44528
A,1787732403,44528
A,1787732463,44528
A,1787732523,44528
A,1787732583,44528
A,1787732643,44528
A,1787732703,44528
A,1787732763,44528
A,1787732823,44544
A,1787732883,44576
A,1787732943,44608
A,1787733003,44652
A,1787733063,44656
A,1787733123,44972
A,1787733183,45000
A,1787733243,45028
A,1787733303,45272
A,1787733363,45280
A,1787733423,45344
A,1787733483,45388
A,1787733543,45416
A,1787733603,50480
A,1787733663,45520
A,1787733723,45524
A,1787733783,45592
A,1787733843,45604
A,1787733903,45648
A,1787733963,46296
A,1787734023,46312
A,1787734083,46348
A,1787734144,46616
A,1787734204,47184
A,1787734264,47252
A,1787734324,47252
A,1787734384,47252
A,1787734444,47252
A,1787734504,47252
A,1787734564,47252
A,1787734624,47252
A,1787734684,47252
A,1787734744,47252
A,1787734804,47252
A,1787734864,47252
A,1787734924,47252
A,1787734984,47252
A,1787735044,47252
A,1787735104,47252
A,1787735164,47696
A,1787735224,47736
A,1787735284,47896
A,1787735344,47920
A,1787735404,54272
A,1787735464,47940
A,1787735524,47972
A,1787735584,47972
A,1787735644,48024
A,1787735704,48092
A,1787735764,48140
A,1787735824,48192
A,1787735884,48244
A,1787735944,74500
A,1787736004,48256
A,1787736064,48280
A,1787736124,48304
A,1787736185,48524
A,1787736245,48780
A,1787736305,48780
A,1787736365,48780
A,1787736425,49224
A,1787736485,49224
A,1787736545,49224
A,1787736605,52124
A,1787736665,49224
A,1787736725,49224
A,1787736785,49224
A,1787736845,49224
A,1787736905,49224
A,1787736965,49224
A,1787737025,49224
A,1787737085,49224
A,1787737145,49480
A,1787737205,49624
A,1787737265,49728
A,1787737325,49836
A,1787737385,49964
A,1787737445,49976
A,1787737505,49976
A,1787737565,49976
A,1787737625,49976
A,1787737685,50008
A,1787737745,50096
A,1787737805,50144
A,1787737865,50200
A,1787737925,50224
A,1787737985,50224
A,1787738045,50388
A,1787738105,50440
A,1787738165,50488
A,1787738225,50488
A,1787738285,50512
A,1787738345,50584
B,1787738425,40872
B,1787738485,41224
B,1787738545,41512
B,1787738605,41996
B,1787738665,41996
B,1787738725,42252
B,1787738785,42408
B,1787738845,42552
B,1787738905,42912
B,1787738965,43188
B,1787739025,43692
B,1787739085,43692
B,1787739145,44136
B,1787739205,44136
B,1787739265,44284
B,1787739325,44356
B,1787739385,44356
B,1787739445,44404
B,1787739505,44404
B,1787739565,44428
B,1787739625,44428
B,1787739685,44428
B,1787739745,44428
B,1787739806,44452
B,1787739866,44452
B,1787739926,44500
B,1787739986,44524
B,1787740046,44572
B,1787740106,44636
B,1787740166,44636
B,1787740226,44720
B,1787740286,44720
B,1787740346,44948
B,1787740406,44980
B,1787740466,45032
B,1787740526,45112
B,1787740586,45128
B,1787740646,45172
B,1787740706,45212
B,1787740766,51584
B,1787740826,45264
B,1787740886,45348
B,1787740946,45444
B,1787741006,45456
B,1787741066,45492
B,1787741126,45528
B,1787741186,46176
B,1787741246,46236
B,1787741306,46236
B,1787741366,46484
B,1787741426,52756
B,1787741486,47004
B,1787741546,47020
B,1787741606,47032
B,1787741666,47084
B,1787741726,65384
B,1787741786,47316
B,1787741846,47400
B,1787741906,47400
B,1787741966,50828
B,1787742026,51356
B,1787742086,47400
B,1787742146,47400
B,1787742206,47400
B,1787742266,47400
B,1787742326,47400
B,1787742386,47560
B,1787742447,47564
B,1787742507,63924
B,1787742567,47696
B,1787742627,47720
B,1787742687,47748
B,1787742747,47800
B,1787742807,47884
B,1787742867,47908
B,1787742927,47980
B,1787742987,48024
B,1787743047,48024
B,1787743107,48104
B,1787743167,48112
B,1787743227,48132
B,1787743287,48136
B,1787743347,48156
B,1787743407,48532
B,1787743467,49040
B,1787743527,49040
B,1787743587,49040
B,1787743647,49092
B,1787743707,49128
B,1787743767,79940
B,1787743827,49156
B,1787743887,49172
B,1787743947,49192
B,1787744007,49212
B,1787744067,49232
B,1787744127,49240
B,1787744187,49260
B,1787744247,49268
B,1787744307,49276
B,1787744367,49400
B,1787744427,49408
B,1787744488,49472
B,1787744548,49504
B,1787744608,49536
B,1787744668,49824
B,1787744728,49824
B,1787744788,68332
B,1787744848,49860
B,1787744908,49868
B,1787744968,49880
B,1787745028,49952
B,1787745088,49972
B,1787745148,49988
B,1787745208,49988
B,1787745268,50000
B,1787745328,50020
B,1787745388,50020
B,1787745448,50020
B,1787745509,50340
B,1787745569,65444
